provider,file,sheet,programa,data_exibicao,numero_programa,exibicao_tipo,categoria_programa,titulo_musica,autor,interprete,tipo_sincronizacao,percentual_editora,valor_editora_brl,editora,gravadora,iswc,isrc,amount_cents,amount_int
Band,Relatório_UBEM_TV_Bandeirantes_Janeiro2024.xls,Relatorio_UBEM,,,,,,Origem:,,,,,,,,,,0,0
Band,Relatório_UBEM_TV_Bandeirantes_Janeiro2024.xls,Relatorio_UBEM,,,,,,Destino:,,,,,,,,,,0,0
Band,Relatório_UBEM_TV_Bandeirantes_Janeiro2024.xls,Relatorio_UBEM,,,,,,Programa:,,,,,,,,,,0,0
Band,Relatório_UBEM_TV_Bandeirantes_Janeiro2024.xls,Relatorio_UBEM,,,,,,Exibição,,,,,,,,,,0,0
Band,Relatório_UBEM_TV_Bandeirantes_Janeiro2024.xls,Relatorio_UBEM,,,,,,2024-01-06 00:00:00,,,,,,,,,,0,0
Band,Relatório_UBEM_TV_Bandeirantes_Janeiro2024.xls,Relatorio_UBEM,,,,,,2024-01-06 00:00:00,,,,,,,,,,0,0
Band,Relatório_UBEM_TV_Bandeirantes_Janeiro2024.xls,Relatorio_UBEM,,,,,,2024-01-06 00:00:00,,,,,,,,,,0,0
Band,Relatório_UBEM_TV_Bandeirantes_Janeiro2024.xls,Relatorio_UBEM,,,,,,2024-01-06 00:00:00,,,,,,,,,,0,0
Band,Relatório_UBEM_TV_Bandeirantes_Janeiro2024.xls,Relatorio_UBEM,,,,,,2024-01-06 00:00:00,,,,,,,,,,0,0
Band,Relatório_UBEM_TV_Bandeirantes_Janeiro2024.xls,Relatorio_UBEM,,,,,,2024-01-06 00:00:00,,,,,,,,,,0,0
Band,Relatório_UBEM_TV_Bandeirantes_Janeiro2024.xls,Relatorio_UBEM,,,,,,2024-01-13 00:00:00,,,,,,,,,,0,0
Band,Relatório_UBEM_TV_Bandeirantes_Janeiro2024.xls,Relatorio_UBEM,,,,,,2024-01-13 00:00:00,,,,,,,,,,0,0
Band,Relatório_UBEM_TV_Bandeirantes_Janeiro2024.xls,Relatorio_UBEM,,,,,,2024-01-13 00:00:00,,,,,,,,,,0,0
Band,Relatório_UBEM_TV_Bandeirantes_Janeiro2024.xls,Relatorio_UBEM,,,,,,2024-01-13 00:00:00,,,,,,,,,,0,0
Band,Relatório_UBEM_TV_Bandeirantes_Janeiro2024.xls,Relatorio_UBEM,,,,,,2024-01-13 00:00:00,,,,,,,,,,0,0
Band,Relatório_UBEM_TV_Bandeirantes_Janeiro2024.xls,Relatorio_UBEM,,,,,,2024-01-13 00:00:00,,,,,,,,,,0,0
Band,Relatório_UBEM_TV_Bandeirantes_Janeiro2024.xls,Relatorio_UBEM,,,,,,2024-01-13 00:00:00,,,,,,,,,,0,0
Band,Relatório_UBEM_TV_Bandeirantes_Janeiro2024.xls,Relatorio_UBEM,,,,,,2024-01-13 00:00:00,,,,,,,,,,0,0
Band,Relatório_UBEM_TV_Bandeirantes_Janeiro2024.xls,Relatorio_UBEM,,,,,,2024-01-13 00:00:00,,,,,,,,,,0,0
Band,Relatório_UBEM_TV_Bandeirantes_Janeiro2024.xls,Relatorio_UBEM,,,,,,2024-01-13 00:00:00,,,,,,,,,,0,0
Band,Relatório_UBEM_TV_Bandeirantes_Janeiro2024.xls,Relatorio_UBEM,,,,,,2024-01-13 00:00:00,,,,,,,,,,0,0
Band,Relatório_UBEM_TV_Bandeirantes_Janeiro2024.xls,Relatorio_UBEM,,,,,,2024-01-13 00:00:00,,,,,,,,,,0,0
Band,Relatório_UBEM_TV_Bandeirantes_Janeiro2024.xls,Relatorio_UBEM,,,,,,2024-01-13 00:00:00,,,,,,,,,,0,0
Band,Relatório_UBEM_TV_Bandeirantes_Janeiro2024.xls,Relatorio_UBEM,,,,,,2024-01-13 00:00:00,,,,,,,,,,0,0
Band,Relatório_UBEM_TV_Bandeirantes_Janeiro2024.xls,Relatorio_UBEM,,,,,,2024-01-13 00:00:00,,,,,,,,,,0,0
Band,Relatório_UBEM_TV_Bandeirantes_Janeiro2024.xls,Relatorio_UBEM,,,,,,2024-01-13 00:00:00,,,,,,,,,,0,0
Band,Relatório_UBEM_TV_Bandeirantes_Janeiro2024.xls,Relatorio_UBEM,,,,,,2024-01-13 00:00:00,,,,,,,,,,0,0
Band,Relatório_UBEM_TV_Bandeirantes_Janeiro2024.xls,Relatorio_UBEM,,,,,,2024-01-13 00:00:00,,,,,,,,,,0,0
Band,Relatório_UBEM_TV_Bandeirantes_Janeiro2024.xls,Relatorio_UBEM,,,,,,2024-01-13 00:00:00,,,,,,,,,,0,0
Band,Relatório_UBEM_TV_Bandeirantes_Janeiro2024.xls,Relatorio_UBEM,,,,,,2024-01-13 00:00:00,,,,,,,,,,0,0
Band,Relatório_UBEM_TV_Bandeirantes_Janeiro2024.xls,Relatorio_UBEM,,,,,,2024-01-13 00:00:00,,,,,,,,,,0,0
